-2.241402437431613048e+00 3.463201044462139944e+00 -5.601965417037662931e+00 -7.176704852919775224e-01 7.814524340137833924e-01 -2.335649173519854127e+00 -2.895524524203564543e+00 1.233363684019275208e-01 -1.091612684229396102e+01 -3.033426250823260784e+00
-5.432002125960317507e+00 1.505124157954915165e-01 4.351967441842007567e+00 -6.745501371112211153e+00 -1.052486564443361194e+00 -8.706895203919279291e-01 3.709486033872210875e+00 -2.145788261586599965e+00 -6.606315051110335013e+00 7.354328690949478720e-01
-1.717804978871478871e-01 2.914188689023395895e+00 -1.034116422523203349e+00 -6.409801238801906553e-01 -6.188891151127208445e+00 -4.052649900238234348e-01 -5.247039896071784781e+00 3.033703697023191648e+00 6.136819925480613946e+00 6.284329723049801864e+00
6.059009097349752793e+00 -1.742410315293596135e+00 6.041824168636823478e-01 -6.027258443305508528e+00 -7.538538404239353286e-01 5.064844232157249770e+00 -2.178249724469911275e+00 -1.442043230160575895e+00 2.717258278304257146e+00 1.703346523738972662e+00
8.582982801850120858e-01 -8.471305309639697967e+00 4.214328983562817044e+00 3.197728085479177196e+00 -3.467063428734599828e+00 -3.243889881100324502e+00 2.651990684221666505e+00 -2.101122484603284768e+00 2.814731403623286443e+00 4.109574542053452184e+00
4.200074563450907628e-02 1.277198428805348396e+00 -4.881078089365852080e+00 -1.103701985156510412e+00 4.274163786800356801e-01 -2.167691361607761102e+00 -3.029350361693031957e+00 -5.565072938218362797e-01 -9.471340946438733255e+00 -2.823385511432894290e+00
-3.536474908116531424e+00 1.381127369114131698e+00 -5.737576952552281284e+00 6.503721699826893118e-03 5.588603381676430004e+00 -6.095295726508298984e+00 -6.636407141642134411e-01 -6.112676175742670637e-01 -4.460963239735973751e+00 -5.374479571631605168e-01
-6.491341339107765673e-01 -1.438361733535377240e+01 -1.341550087839946004e+00 -3.467505546194450616e+00 -1.678295388513358022e+00 1.371017268230056985e+00 1.964381740707341062e-01 4.034563409944150969e+00 4.992113794106616709e+00 -6.386265766119081810e+00
9.196590774934300105e-01 7.294205126202195633e-01 8.855902502716972435e+00 1.630631368491978872e+00 -4.026854451026102844e+00 9.449103373561086594e-02 -1.178362959955895306e+01 4.221183197415973254e+00 -5.336578502586850625e-01 -4.138538440096676041e+00
-8.243105129226638184e+00 -2.277706671284452644e-01 -1.211368268433647089e+00 1.111304944061308086e+00 5.788365828661311552e-01 6.946989142322156141e+00 -1.197586494347515629e+00 -4.244929603431811527e-02 7.629007937668771389e-01 -1.092379674869150330e+00
-4.206807020274530906e+00 5.827831857938669202e+00 2.238406941935717320e+00 -1.806396418811869520e+00 2.695413479516053812e+00 -5.631376076561644517e+00 2.591802475413472084e+00 -5.136418645669791339e+00 6.830410119576207251e+00 4.707847502520716709e+00
3.497771828597868726e+00 4.655078381084185146e+00 2.385858571763046942e+00 4.705094583200050806e+00 -6.057715291526882595e+00 3.878484264088893241e+00 5.858909560802035621e+00 -1.059941232412898593e+01 4.998202482401331359e+00 -8.523950564501747706e+00
