0.000000000000000000e+00 -1.430541132306387964e-01 -1.493064405551338715e-02 -1.941385165391261713e-01 -1.977565715313017378e-02 -7.679063506975761797e-04 9.011657624709842407e-04 -2.494505628451505752e-02 -7.660010252141601084e-03 4.263569325079208383e-02 -5.413772169958517601e-03 1.000524118238427934e-01
5.052993741967516488e-03 2.752557966242354937e+00 -2.578466826786335986e+00 -1.194544455935353611e+01 5.192079442269140088e+00 -1.121660216127390308e-01 -2.013870461440399939e+00 7.880516163798089169e-01 3.772860535088927048e+00 -4.265376013210135930e+00 6.040475230417431396e-01 1.230930498039142051e+01
-4.538602986064608959e-04 3.662148272347326650e+00 -4.829339954149395098e+00 -8.649804821271988686e+00 9.704794555832140901e+00 -2.738548849012903408e-02 3.968087569339118659e+00 -6.348913871964277922e-01 7.293315092513377174e+00 -4.188771175448664508e+00 -1.242107684843548387e+00 3.079905821984586112e+01
-1.204219845599732719e-02 5.918923481947285126e+00 -7.224423059151273030e+00 4.378174629247548744e+00 4.283339680277392425e+00 -2.780527424147629101e-01 7.199829914528737440e+00 3.763981070896085690e+00 1.996039575793454812e+00 -5.520702672732706873e-01 1.402195787111030878e+00 2.479759182490802516e+01
2.694116305078870458e-03 7.906623104322345164e+00 -1.868286790695102839e+00 4.629516311243101256e+00 1.906352015647205800e+00 -1.718926124348975001e-02 2.892943839442000620e+00 3.575015665250882435e+00 -1.082748043001973670e+01 6.829406585116796213e-01 5.127268246706524479e-01 6.570198765706480870e+00
-3.688184684478463225e-03 -4.064630394067937580e+00 7.267884570068588346e+00 -1.291008326396151418e+01 -1.574711604606809479e+00 9.008598502683005937e-02 3.074835851404105758e-01 4.238118974563444552e-01 4.714561047944934025e+00 -9.834226704735965496e-01 -9.261620451853564973e+00 -9.828003688542008121e+00
1.086483714947301732e-03 -1.684353378706497706e+00 4.551543656342388999e+00 -1.018918346060102387e+01 -3.913781796417220793e+00 -1.306724187566772888e-01 -1.806288338801667059e+00 7.052612610542356109e+00 9.824030603236430181e+00 4.932216241904807674e+00 1.327372820572884304e+00 -1.677358414856985780e+00
-1.960273123079654765e-03 -1.492652260331775560e+00 9.153626373963700047e+00 4.063213441135589576e+00 8.531209505661207615e+00 4.428438574960247287e+00 4.585047398849977363e+00 -7.573869415753085033e-01 6.399511098994732805e+00 2.119096808971252965e+00 -1.120896167383554687e+00 -4.947534583223172966e+00
2.259946986626261423e-02 -4.141270105898271936e+00 9.277329956144109602e+00 -3.388483199718216543e+00 3.295732414201649751e-01 4.938245497578833465e+00 1.254925210294546511e+00 1.125374433521943551e+00 5.608238320640401398e+00 -6.070878024639187132e+00 -1.995208526480954925e+00 -3.952913086591556713e+00
1.717730049660235250e-02 -6.591291915373145294e+00 9.473722303296781000e-01 3.784093537560180742e+00 -4.738890470958969092e-01 9.828968764982601858e-01 2.367921711560752485e+00 1.635173776139690816e+01 4.196830496754846429e+00 7.062996139675676410e+00 -3.479867391958671341e+00 -3.581335062360888610e+00
-3.903864813615635313e-03 -2.871345062295282080e+00 1.203758063009102308e+01 -7.641898526210124665e+00 -1.835529376924940781e+00 1.226677987651837998e-01 6.638595645843659021e-01 1.765877840353249795e+00 -7.849094369074315125e+00 -5.918351140790366616e-01 -5.729550871167857551e+00 -6.259080842222188856e+00
-5.209723353043120217e-03 -4.452457736737599703e+00 -9.876332244495404644e-02 1.157412800461044000e+01 -2.839443753628974054e+00 1.710787733699090651e+00 1.042039959546134265e+00 1.947062327788687375e+00 -1.342740357709423193e+01 1.969698197568449771e+00 -3.097337088923470372e+00 -5.501862315622014776e+00
-1.243517513856015784e-02 -7.279157003524606040e+00 -4.589695581885588460e+00 4.950948307660985925e+00 1.405315223018920312e+00 2.793585254805958318e+00 -5.023345533185291423e+00 -2.794090328854756056e+00 -6.969293590991435750e+00 8.111790392999196797e+00 4.697403890196807930e-02 5.065644255597467893e-01
-1.556287646848692093e-02 -4.531693591093558737e+00 3.598637295569401040e+00 -7.584132948495314608e+00 -1.636319199816158809e+00 1.787966704285107511e+00 -1.419589320262161225e+00 1.452027346305087896e+00 1.729485303749439262e-01 -4.678290909572862533e-01 4.896220141194373099e+00 -1.103828197425769986e+01
-1.070892507994870672e-02 -3.188156502914330837e+00 5.003071233238488347e+00 1.691341536452586114e+00 9.443353333147939122e-01 1.420405475420087216e+00 -3.916647169825582253e+00 9.374839807999006069e+00 -4.278792358364015946e+00 -9.914415561723034287e+00 1.295999937162335192e+00 -5.049690283771900212e+00
-4.784178798045658244e-03 -2.131639270773744155e+00 -7.081246624043828319e+00 -6.725964593333046082e+00 2.533725640619294506e+00 -3.872648226458599852e-02 8.628882503097118351e-01 -2.925556601267910797e-02 1.390065225746484501e+01 3.326930803244008583e+00 1.032438621168471071e-01 7.368236293009219118e+00
1.082406759723214713e-02 3.230803419471013793e+00 -6.916748486810540442e+00 7.160944282711127151e+00 3.000230511606632788e+00 1.007529126390364294e+00 -7.293976723831594455e-01 6.086985813113084731e+00 1.538650025212685568e+00 -5.760162165134474321e+00 9.517098643925885337e-01 3.308642995002529119e+00
-3.616683126649664591e-03 7.901585291291391755e+00 -3.764499765390163954e+00 3.329319775534446357e+00 -2.888113588115345465e+00 4.245894710183775622e+00 1.045250134555295585e+00 7.296483062908687423e-01 -1.403316909313286676e+00 1.407356397306599893e+00 9.944589667653520593e+00 8.705562596432562250e-01
-5.923915927897514984e-03 1.160107341048503660e+00 -8.618101638029004974e+00 -3.994565620093331049e+00 2.417544372366942085e+00 1.315093098979964292e+00 -3.453118266745351495e+00 1.010347078832589895e+00 -1.032988284881864116e+00 -3.726360464794001293e-01 4.816416760210358028e-01 -5.331776421663296794e+00
-4.967226275962776869e-04 3.195998561408673666e+00 -9.582376727269512173e+00 -5.100812802582100680e+00 5.983443880770201950e+00 -6.042305833428334161e-01 -3.019626155085191499e+00 5.057750370123249795e+00 4.428702351270135118e-01 -1.122423043011386623e+00 -3.468308244818984587e+00 1.956003557522102199e+00
-1.327875352387995799e-03 5.932267041533604512e+00 -5.108187822433997383e+00 -8.976148125871098671e+00 1.071208517553548845e+00 -1.532459074718760805e-01 3.910762247208991460e-01 -5.197320647195410870e-02 5.052129160194231972e+00 -1.008227885464983098e+00 3.636438574859135464e-02 1.521273127122829294e+01
-1.853605391517195757e-03 3.762122770965012464e+00 2.129982107436177774e+00 -2.350053086413887105e+00 8.927291627102351690e-01 4.947278368077863142e-01 2.300589606823217004e+00 1.016342097233308372e+00 3.324767897109735415e+00 3.374828307543536354e+00 -1.862050031670095418e+00 1.574231081719732650e+01
1.460371772921234199e-02 1.785593402241101080e+00 2.382819206590730765e+00 3.607721422815788337e+00 -2.217789131617684262e-01 3.828801793778645379e+00 8.509735117655278458e+00 3.116790162165312683e-01 -1.820572712378141222e+00 -3.393543007420002144e+00 -4.663080888693049708e+00 1.474396851409118270e+01
-5.684558547947646603e-03 1.198968889743606381e+00 2.449285949720810596e+00 6.370949447409646194e-01 3.666124128699125961e+00 2.938506332820285394e+00 1.349348649992605509e+01 4.448537912808173123e-02 -2.797203801585198768e+00 2.694706138570456488e+00 -4.362998474035872931e-01 1.841304234307383325e+01
-1.341365627072480145e-02 8.309128289225778730e+00 6.919829241093730765e+00 6.536953776733954946e+00 9.437371128863241143e-01 -1.429056292909756942e-01 9.630792246127942491e+00 4.864952134600918909e-01 1.263421437579097528e+00 5.650177593720401292e-01 5.650122149985547182e+00 1.108101174699586089e+01
